"id_temperatura","valor_temperatura","fecha_y_hora","id_sensor"
"1","22","2021-11-25 17:10:15","1"
"2","22","2021-11-25 17:10:20","1"
"3","22","2021-11-25 17:10:25","1"
"4","22","2021-11-25 17:10:30","1"
"5","22","2021-11-25 17:10:35","1"
"6","22","2021-11-25 17:10:40","1"
"7","22","2021-11-25 17:10:45","1"
"8","22","2021-11-25 17:10:50","1"
"9","22","2021-11-25 17:10:55","1"
"10","22","2021-11-25 17:11:00","1"
"11","22","2021-11-25 17:11:05","1"
"12","22","2021-11-25 17:11:10","1"
"13","22","2021-11-25 17:11:15","1"
"14","22","2021-11-25 17:11:20","1"
"15","22.3","2021-11-25 18:39:37","1"
"16","22.3","2021-11-25 18:39:42","1"
"17","23.8","2021-11-25 18:41:07","1"
"18","0","2021-11-28 13:37:26","1"
"19","0","2021-11-28 13:37:32","1"
"20","0","2021-11-28 13:37:37","1"
"21","0","2021-11-28 13:37:42","1"
"22","0","2021-11-28 13:37:47","1"
"23","0","2021-11-28 13:37:52","1"
"24","0","2021-11-28 13:37:57","1"
"25","0","2021-11-28 13:38:02","1"
"26","0","2021-11-28 13:38:07","1"
"27","0","2021-11-28 13:38:12","1"
"28","0","2021-11-28 13:38:17","1"
"29","0","2021-11-28 13:38:22","1"
"30","0","2021-11-28 13:38:36","1"
"31","0","2021-11-28 13:38:41","1"
"32","0","2021-11-28 13:38:46","1"
"33","0","2021-11-28 13:38:52","1"
"34","0","2021-11-28 13:38:57","1"
"35","0","2021-11-28 13:39:02","1"
"36","0","2021-11-28 13:39:14","1"
"37","0","2021-11-28 13:39:19","1"
"38","0","2021-11-28 13:39:24","1"
"39","0","2021-11-28 13:39:29","1"
"40","0","2021-11-28 13:39:34","1"
"41","0","2021-11-28 13:39:39","1"
"42","0","2021-11-28 13:39:44","1"
"43","0","2021-11-28 13:39:56","1"
"44","0","2021-11-28 13:40:01","1"
"45","0","2021-11-28 13:40:06","1"
"46","0","2021-11-28 13:40:11","1"
"47","0","2021-11-28 13:40:16","1"
"48","0","2021-11-28 13:40:21","1"
"49","0","2021-11-28 13:40:27","1"
"50","0","2021-11-28 13:40:32","1"
"51","0","2021-11-28 13:40:37","1"
"52","0","2021-11-28 13:40:42","1"
